tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
58	Batman bussing tables now. Times is hard.	no	nan	nan	nan	nan	no	no
60	Today we lost 2 colleagues, A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .  We pause to pray for them, And yet this war is just starting, with no end in sight!  We ask for your prayers  We ask our politicians to help and aggresively act for support!	yes	no	yes	no	no	no	no
62	After this is all over, please remember in future job interviews to ask them what their company did to protect their employees with regards to the global COVID-19 situation. Can't be risking working for wayward companies.	no	nan	nan	nan	nan	no	no
64	Iceland tested its entire population. Read that again: ITS ENTIRE POPULATION.	yes	nan	yes	no	yes	no	no
65	But bitch y’all said— URL	no	nan	nan	nan	nan	no	no
66	Hi.   Yes, it originated in China, but the technical term is Covid-19   Your mom originated from the back of a Buick Skylark, but we call her Judith  Don’t be mean.	yes	no	no	yes	no	no	no
68	Y’all had the gummies? I was eating that pure ROCK we ain’t built the same	no	nan	nan	nan	nan	no	no
70	Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight against COVID-19 in the coming weeks. URL	no	nan	nan	nan	nan	no	no
72	Every Senator that did insider trading after that COVID-19 briefing should immediately resign.  Yes, that applies to both parties.	no	nan	nan	nan	nan	no	no
73	ICE pretended to be doctors. There are no fucking words. Please donate if you can	yes	nan	yes	yes	yes	yes	yes
74	Bro idk what’s going on but I agree with them. Fuck mini coopers. Small ass cars always looking like a parking spot until you get closer.	no	nan	nan	nan	nan	no	no
75	Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at how an ER doctor who already fought on the front lines of one crisis makes it through a day in this one. A good reminder for us to help them out by staying home.	no	nan	nan	nan	nan	no	no
76	Dear Allah, please protect Gaza at all costs	no	nan	nan	nan	nan	no	no
78	This episode of Black Mirror is too fucking long	no	nan	nan	nan	nan	no	no
79	This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your trifflin dirty white racist ass you big fat bitch oompa loompa body ass bitch I'm coming up there and I'm gonna beat the fuck out of you bitch	no	nan	nan	nan	nan	no	no
80	Bro these the only 3 songs I’m hearing on my TL 😂 lord take this corona away now! URL	no	nan	nan	nan	nan	no	no
81	Not all heroes wear capes, sometimes they just wear blanket then netflix n chill for 2 weeks	no	nan	nan	nan	nan	no	no
82	its always the comfortable spots hits 3G 🥺	no	nan	nan	nan	nan	no	no
84	Germany is conducting 160k Covid-19 tests a week. It has a total 35k ventilators, 10k ordered to be made by the govt. It has converted a new 1k bed hospital in Berlin.   It’s death rate is tiny bcos it’s mass testing allows quarantine and bcos it has fewer non reported cases.	yes	no	yes	no	yes	no	yes
86	Breaking: A child under the age of 18 has died of coronavirus in Los Angeles, public health officials announce, in what is believed to be the first child death from the virus in the US.  “A devastating reminder that COVID-19 infects people of all ages,” LA health official says.	yes	no	yes	no	yes	no	yes
87	Addressing the nation on battling the COVID-19 menace. #IndiaFightsCorona URL	no	nan	nan	nan	nan	no	no
88	Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....	yes	yes	yes	yes	yes	yes	yes
90	.@realdonaldtrump just said: “if it were up to the doctors, they'd shut down the entire world.” Actually, if it were up to us, we'd save as many people as possible. We would follow the science &amp; evidence. We would never put politics ahead of the public's health #covid19	yes	no	no	yes	yes	no	yes
91	One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago, talking about whatever. The next time I saw him, he was admitted to the ICU. And that was the last time I saw him.  My whole body feels numb. 💔	yes	no	no	no	no	no	no
92	If you told me on New Years that within 3 months of 2020:                                -Kobe Bryant is dead -We’d be quarantined from COVID-19 -Schools and sports are shut down -Tom Brady is a Tampa Bay Buccaneer   I would’ve legitimately thought the world was ending.	yes	no	no	no	no	no	no
93	ya Allah, You already gave them huge test much more than us around the globe. If this is for their own good,  provide them strength to go through it. 💌	no	nan	nan	nan	nan	no	no
95	THREAD: There’s a strong and understandable desire to return to better times and a functioning economy. But it should not be lost on anyone that there's no such thing as a functioning economy and society so long as covid-19 continues to spread uncontrolled in our biggest cities.	no	nan	nan	nan	nan	no	no
96	Mitch abandoned bipartisan work on the COVID-19 bill, then tried to pass a no-strings attached corporate bailout that didn't sufficiently help health care workers, first responders, and working class families. Focus on the PEOPLE, USERID not Wall Street.	yes	nan	yes	yes	yes	no	yes
97	Trigger warning.  This man was too afraid he’d infect his family and thought he wouldn’t get proper treatment because they’re poor so he just took his own life. THE GOVERNMENT NEEDS TO ASSURE FILIPINOS THAT WHEN THEY GOT THE VIRUS, THEY CAN GO TO A HOSPITAL &amp; BE TREATED FOR FREE!	no	nan	nan	nan	nan	yes	yes
98	This is my mom. She’s my hero. She’s a 60 year old primary care physician testing patients for #COVID19. She is putting her health on the line to test patients, get them the care they need, and do what she can to prevent community spread and the overburdening of our hospitals. URL	yes	no	no	no	no	no	no
99	Exactly one month ago Italy found its first case of #coronavirus. I’ll tell you what happened in only one month. I hope you can learn from our mistakes.	yes	no	yes	no	no	no	no
103	I hear unfounded rumors about #NationalGuard troops supporting a nationwide quarantine. Let me be clear: There has been no such discussion. ... For news about the great work the Guard IS doing to support the #Covid_19  response, click the link. #COVID19  URL	yes	no	yes	no	yes	no	no
104	FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. URL	yes	yes	yes	no	yes	no	no
105	⚠ Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on OFFICIAL sources for accurate information.  Help control the spread of rumors by sharing this page:  URL URL	no	nan	nan	nan	nan	no	no
106	Be vigilant for misinformation, rumors, and factual errors. Go to trusted sources for information about #COVID19! URL	no	nan	nan	nan	nan	no	no
107	Reminder that two Republican senators were implicated this weekend in an insider trading scandal, selling millions in stock while telling voters COVID-19 was a hoax.   Neither Republican has resigned.	yes	no	yes	yes	yes	yes	yes
108	Fox News claims it never called COVID-19 a hoax. Let's check the receipts. URL	yes	no	yes	yes	yes	no	no
109	Remember when the Chairman of the Senate Intelligence Committee enriched himself through stock trades off of inside information about the danger of COVID-19 while his Party told people it was a hoax to get Trump?	yes	no	yes	yes	yes	yes	yes
110	Voice notes, broadcasts &amp; images are being shared on Whatsapp and other platforms with FAKE NEWS  These messages are developed with the intent to cause fear &amp; panic  Please disregard messages that are not signed by official sources URL #COVID19 URL	yes	no	yes	no	yes	no	no
111	Gee, if COVID-19 isn’t a hoax after all, is it possible climate change isn’t either? Should we perhaps learn something from this crisis, believe scientists, and avoid getting caught flat-footed next time?	no	nan	nan	nan	nan	no	no
112	At 8:00 pm today local time in #Wuhan. See how few lights there are? One can fake the numbers, but can’t fake the fact that only a few apartments  are still lit up. Where have people gone? #CCPVirus #COVID19ON #coronavirus URL	no	nan	nan	nan	nan	yes	yes
113	This is unbelievable. It reportedly took Macron's threat to close the UK border for Boris Johnson to finally shutdown bars and restaurants. The Elysee refers to UK policy as 'benign neglect'. This failure of leadership is costing lives.	yes	no	yes	yes	yes	yes	yes
114	Things the GOP has done during the Covid-19 outbreak:   - Illegally traded stocks  - Called it a hoax - Blamed it on China  - Tried to bailout big business without conditions  What they haven’t done:   - Help workers  - Help small businesses - Produced enough tests or ventilators	yes	no	yes	yes	yes	no	yes
116	3/16: ron paul publishes article calling corona a hoax 3/22: ron paul's son tests positive for corona URL	yes	nan	yes	yes	yes	no	no
117	Rumours are no less infectious than #coronavirus ! This looks like a meticulous list, but a fake one too! Please note that no such directions have been given by USERID . In case of any doubt, please #Dial100 or tweet to us! #TakingOnCorona URL	no	nan	nan	nan	nan	no	no
118	As we saw over the wkend, disinfo is being spread online about a supposed national lockdown and grounding flights. Be skeptical of rumors. Make sure you’re getting info from legitimate sources. The USERID is holding daily briefings and USERID is providing the latest.	yes	no	yes	no	no	no	yes
119	.@realDonaldTrump, dear Lord—please step up and be a leader. While you have been yammering about hoaxes and fake news, the COVID-19 pandemic has hit all over America. USERID and others have filled this country’s leadership gap. Lead or get out of their way.	yes	yes	yes	yes	no	no	yes
121	Delhi Police has registered a case under section 509 of the Indian Penal Code against a man who allegedly spat on a woman belonging to Manipur and called her “Corona” in Vijay Nagar area of north Delhi last night. URL	yes	no	no	no	no	no	no
122	Fake news peddler Dhruv Rathee had said:  “Corona virus won't spread outside China, we need not worry”  Has this guy ever spoke something sensible? URL	yes	no	no	yes	yes	no	no
126	FOX News put their viewers at risk by making them believe the COVID-19 pandemic was a hoax.   Those viewers then put the entire US population at risk, and many people have lost their lives.   FOX News should face a class action lawsuit to hold them responsible.   #FOXClassAction	no	nan	nan	nan	nan	no	yes
127	This isn’t a conspiracy tweet but I really think COVID-19 has been here in America for awhile. Do you guys remember how sick everyone was during the holidays/early January? And how everyone was saying they had the “flu” and the flu shot “didn’t work”?	no	nan	nan	nan	nan	yes	yes
128	Fox News claims it never called COVID-19 a hoax. Let's check the receipts. URL	yes	no	yes	yes	yes	no	no
129	If U love humanity, then pl stop forwarding any fake msg abt #Hantavirus to avoid panic, when we already hv enough to fight wid #Coronavirus. Hanta Virus spreads only from an infected animal's urine,faeces or saliva.  Pl educate yourself &amp; RT for others to understand. #NoFakeNews URL	yes	no	yes	no	yes	no	no
130	Outside of Chicago just now #coronavirus #forcedisolation  #militarytrain #notahoax URL	no	nan	nan	nan	nan	no	no
131	Coronavirus: AltNews founder, Shekhar Gupta and others spread unverified claims by a fake twitter account  URL	yes	no	yes	yes	yes	no	no
132	A message from the Ministry of Information “The General Public is hereby urged to disregard any voice note circulating on WhatsApp that a helicopter will spray ‘antivirus’ throughout the Nation by 11:00 pm. This news is fake and should be disregarded in its entirety.” RT #COVID19	yes	no	yes	no	no	no	no
134	- Create a Fake account - Tweet Fake news - Pidi journalists will RT &amp; Quote RT - Then the original pidi will Quote RT - Create panic - Say Sorry - Deactivate the account  URL	no	nan	nan	nan	nan	no	no
135	The Chinese Communist Party suppressed information about the #COVID19 outbreak from the world for political purposes. Rather than take accountability they are actively pushing a conspiracy theory propaganda campaign against the United States. 📽️: USERID / USERID URL	yes	nan	yes	yes	yes	yes	yes
137	[Tweeting again with detail in single tweet so no alarm]  JUST IN: 38-yr-old #Covid19 positive  man dies in Patna. Had serious kidney problems that let to renal failure shortly after returning from Qatar. Makes this 1st ‘virus-linked’ death of someone who isn’t a senior citizen.	yes	nan	yes	no	yes	no	no
141	Shout out to USERID &amp; USERID This is what real leadership looks like. They are kicking ass &amp; doing so w/ empathy &amp; respect, taking care of our citizens while Trump is trying to make us believe he changed his mind about calling the #Coronavirus a hoax!	no	nan	nan	nan	nan	no	yes
142	I was starting to think the Coronavirus fear-mongering was actually really something to worry about.  Then this move by Pelosi happened, and it all became clear again.  COVID-19 is a hoax.	yes	yes	yes	yes	yes	yes	yes
143	Trump's timeline of handling the corona crisis:  One month ago: it's a hoax. Way overblown.   Two weeks ago: this is serious. We must take action to prevent its spread.   This week: ehhhh on second thought maybe a million or so Americans dying isn't *that* bad	yes	nan	yes	yes	yes	yes	yes
145	Patients with #COVID19 have reportedly had mild to severe respiratory illness. Symptoms include fever, cough, or shortness of breath. Learn more about COVID-19 symptoms: URL URL	yes	no	yes	no	no	no	no
146	Hungarian Justice Min. USERID sends bill to Parliament: - State of emergency til end of 2020 - Rule by decree - Parliament suspended - No snap elections/referendums - Spreading fake news and rumors punishable with up to 5 years in prison #COVID19  URL	yes	nan	yes	no	yes	no	yes
147	#WATCH An airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about #COVID19, after she gets harassed by people in her housing society for allegedly spreading #Coronavirus. URL	yes	no	yes	no	no	no	no
148	Shameful that a person of your repute spreads fake news/rumours in blind hate for India and its traditions. India as a mark of respect came out in balconies on call of PM USERID to applaud doctors, health as well as emergency workers. There was no other reason. Fact check?	yes	nan	yes	yes	no	no	no
149	Another 'fake news' being peddled in India is India is a country of vegetarians, so it is not going to be affected by #CoronaVirus like China. Vegetarianism &amp; #Corona has NO connection. + India's vegetarianism is a myth, 80% Indians are meat eaters!  URL	yes	no	yes	no	yes	no	no
150	To-date, Uganda has NO confirmed case of #COVID19. There is an article alleging that “Uganda confirms 1st case of Coronavirus”-this is NOT true and absolutely FAKE. People, please stop spreading rumors. Our teams are working around the clock to protect you &amp; keep COVID out of 🇺🇬 URL	yes	nan	yes	no	yes	no	no
152	An online website has falsely reported that the Government is likely to impose Financial Emergency in India to tackle the crisis  caused by #Covid19.   Please be advised that the story is malicious and fake and that there is no such plan. URL	yes	no	yes	no	yes	no	no
153	“China and the WHO's chief: Hold them both accountable for pandemic”: An indictment of how ⁦@WHO⁩ chief ⁦@DrTedros⁩ allegedly helped Chinese president #XiJinping conceal full extent of #COVID19 for weeks in Jan, causing a global disaster. Read! URL	yes	nan	yes	yes	yes	yes	yes
154	One million dirhams fine. 5 years jail and deportation and ban for life from #UAE for sharing any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp.  #UAE Government  The best announcement I have heard during this pandemic.  Can we do this in #Pakistan ?	yes	no	yes	no	no	no	yes
155	So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home	yes	nan	nan	no	no	no	no
157	Prisoner released early over COVID-19 concerns allegedly broke into woman’s home, tied her up at knifepoint, and threatened to kill her URL	yes	no	yes	nan	yes	yes	yes
158	#CoronaVirus Fact Check  Hop on and RT if you ❤️ DJT  🇺🇸 SUPPORT USERID 🇺🇸 RT this tweet  🇺🇸 COMMENT with your handle @ 🇺🇸 FOLLOW those who comment 🇺🇸 BOOKMARK/COME BACK  Follow USERID #CoronavirusPandemic  #FakeNews URL	no	nan	nan	nan	nan	no	no
160	News is that since January, classified security briefings told Trump that a pandemic was coming.  Trump did nothing, told us it was a “Democrat Hoax,” and that the fifteen cases would soon be none. Thread.  #coronavirus #TrumpPandemic #TrumpLiesPeopleDie   URL	yes	no	yes	yes	yes	yes	yes
161	Trump's decision to do nothin' and call #COVID19 a “hoax” needlessly exposed millions that might have taken action if properly made aware.  There will be a river of blood that will forever stain Trump's tiny hands.	yes	no	yes	yes	no	yes	yes
162	Trump says “we were early” on #coronavirus.  2/26 “The 15 (people) within a couple of days is going to be down to close to 0”  2/28 “One day, it’s like a miracle, it will disappear”   2/28 “This is their new hoax”   3/12 “It’s going to go away”  Yup. We were early	yes	no	yes	yes	yes	no	yes
163	Actual people telling the World that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. URL	yes	no	yes	yes	no	no	no
165	The fact that people refuse to stop gathering in large groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take Corona seriously.	yes	no	yes	yes	no	no	yes
167	I repeat... China warned WHO of the New Corona Virus in DEC of 2019...  The President of the US called it a “HOAX” until about 10 days ago!!!	yes	no	yes	yes	yes	no	yes
168	Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus.  As #IndiaFightsCorona join the league of #coronawarriors   Suspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259  | 📧- pibfactcheck@URL URL	yes	no	yes	no	no	no	yes
169	We don't like rumors. Please don't spread them. If you are telling people that the Nat. Guard is going to impose Martial Law, please stop. It's not true. They are busy being helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors URL	yes	no	yes	no	no	no	no
170	Congress Gen Secy Ms USERID  asks people not to panic ; don’t spread fake news ; take precautions and wash hands... #Corona URL	yes	no	yes	no	no	no	no
171	I attended the AMVCA on the 14th of March at Eko hotel. Even the After party.   I decided to isolate myself a day after when a rumor began, Early morning Work outs daily in my room.   I obeyed the 14 days Isolation period. Day 9 now. Love and light Guys. 🤲🏼 #Covid19Out	yes	no	no	no	no	no	no
174	Flu Season is winding down and warm weather is returning.  Experts predicted 70% of Americans would be infected with #COVID19.  Turns out .005% were.  Missed it by THAT much.  #FearPorn, it's the new #FakeNews.	yes	yes	yes	yes	yes	yes	yes
175	After failing to correct USERID lie that President Trump called the #coronavirus a “hoax,” USERID Jake Tapper admitted he knew “the president did not call the virus a hoax.”  Today USERID repeated the same lie. Tapper did not correct him. URL #FactsFirst URL	yes	nan	yes	yes	yes	yes	yes
176	If our “leaders” don’t want people to start believing this is all a hoax, they best stop playing politics with it.   Out in the real world patience and trust is wearing thin.   USERID USERID #ChineseVirus #COVID19 #coronavirus	no	nan	nan	nan	nan	yes	no
177	This man is spreading lies and fake news.  Dear responsible Malaysians, kindly report him to URL. Thank you.	yes	nan	yes	yes	yes	yes	yes
178	Senior propagandist for the Chinese communist regime spreading more conspiracy theories. Same dickhead who said virus originated in US.   Twitter allows Chinese govt officials on their platform even though Twitter is banned in China.	yes	nan	yes	yes	yes	yes	yes
179	Correct him and keep quiet because you cannot arrest him!!! How many rumors have you spread on this platform. WHO ARE YOU?	no	nan	nan	nan	nan	no	no
181	Bihar: The 38-year-old man who has passed away at AIIMS in Patna and tested positive for #COVID19, had foreign travel history to Qatar.	yes	no	yes	no	no	no	no
182	#Qatar refused to prepare a hospital for the thousands #CoronaVirus infected migrant workers on its soil, instead, it has locked them inside animal shelters without any medical care! Migrants workers are not slaves, they have rights! Shame on #HumanRights orgs for being silent!	yes	yes	yes	yes	yes	yes	yes
184	Saif Ali returns frm Qatar, goes to Munger, Bihar. Gets unwell, is admitted to hospital, referred to AIIMS but dies. Doc found he is Corona+ Police reaches home, puts entire family in quarantine. Now Evry member has ran away from home &amp; everyone's scared URL	yes	no	yes	no	yes	yes	yes
186	Bihar:One person aged 38 years  died at AIIMS Patna due to #Coronavirus.He returned from Qatar and was admitted in hospital on March 20. #CoronaVirusUpdate URL	yes	no	yes	no	no	no	no
187	Rwanda confirms 17 new COVID-19 cases bringing total to 36. 9 travellers from Dubai. 3 travellers from Kenya. 3 travellers from USA. 1 traveller from Qatar. 1 traveller from India. 1 contact of a previous case. URL	yes	no	yes	no	no	no	no
188	These are the World Cup 2022 workers quarantined in miserable conditions in Qatar.. this is inhuman.. does USERID accept this crime? USERID USERID USERID  USERID USERID USERID #Coronavirus #Covid_19 URL	yes	no	yes	yes	yes	yes	yes
189	Amnesty says Qatar refused to prepare hospital for workers infected with #coronavirus working on projects like USERID Amnesty confirmed many cases inside “labour camps” where workers in Qatar live. I warned about this days ago. #coronavirus USERID has blood on its hands	yes	nan	yes	yes	yes	yes	yes
190	I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for USERID I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.	yes	no	yes	yes	yes	yes	yes
191	ALERT‼️‼️‼️ The corona virus can be spread through money. If you have any money at home, put on some gloves, put all the money in to a plastic bag and put it outside the front door tonight. I'm collecting all the plastic bags tonight for safety. Think of your health.	yes	no	yes	no	no	no	no
192	COVID-19 health advice⚠️ URL	no	nan	nan	nan	nan	no	no
195	WOW. A man in Incheon, west of Seoul - who contracted #coronavirus - has documented his symptoms and activities for past 25 days since his felt the symptoms in 38 pages in remarkable detail. He wore masks and gloves at home and all 23 close contacts tested negative for the virus. URL	yes	no	yes	no	yes	no	yes
197	Miss corona u have another job to do 😍😍	no	nan	nan	nan	nan	no	no
198	ALERT‼️‼️‼️ The corona virus can be spread through internationaly printed albums. If you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. I'm collecting all the boxes tonight for safety. Think of your health.	yes	no	yes	no	no	no	no
200	This is deadly serious:  Talking about corona-virus this morning, Trump said, 'We closed it down. We stopped it.'  There were 15 confirmed cases in the US a week ago.  There are 233 today.  There will be *5,000* in a week  TRUMP'S INCOMPETENCE KILLS. URL	yes	no	yes	yes	no	no	yes
201	People in the USERID Administration need to resign for the continuing massive testing deficiencies.  USERID knew in January about #Covid_19. And he failed to do the one thing necessary to stop the spread of #coronavirus: to test for it so we can contain it.	yes	no	yes	yes	yes	no	yes
202	It’s Friday. That means USERID is lying, again. USERID has not stopped the #CoronavirusOutbreak. It has now grown &amp; spread to 21 states with over 225 cases in the US. And we can’t contain it because we still don’t have enough test kits to know where the virus is.	yes	no	yes	yes	yes	no	yes
206	Rick Santelli on USERID just made the argument that we'd be better off if everyone got the #coronavirus right away and 2% of the world died off, so that financial markets could stabilize.  Rick likes Republicans, don't be like Rick. This should go viral.  #VoteBlueToSaveAmerica URL	yes	no	yes	yes	no	yes	yes
207	WATCH: 'The best estimates now of the overall mortality rate for COVID-19 is somewhere between 0.1% and 1%,' Adm. Brett Giroir, assistant secretary for health at HHS, says. 'That's lower than you heard probably in many reports ... it's not likely in the range of 2 to 3%' URL	yes	no	yes	no	no	no	yes
209	Panic buying is a symptom of a dysfunctional society diseased with individualism  To those with litres of soap at home- do you realise that to slow the transmission of COVID-19 you need other people to be cleaning their hands too?!  A fortress of toilet paper will not protect you	yes	no	yes	yes	no	yes	no
210	As soon as President USERID heard that the #Coronavirus was a problem in China he shutdown entry into the United States from China.  This saved many lives!  #TrumpTownHall URL	yes	no	yes	no	yes	no	yes
211	I'm gonna have to go on TotalSportek for my nans funeral ffs	no	nan	nan	nan	nan	no	no
212	Epidemiologist Marc Lipsitch, director of Harvard's Center for Communicable Disease Dynamics: “In the US it is the opposite of contained.' URL	yes	no	yes	yes	no	yes	yes
